source_path,proposed_path,category,action,audit_note
"docs/testing/regression-v124/run-summary.json","records/docs/testing/regression-v124/run-summary.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v124/source-audit.json","records/docs/testing/regression-v124/source-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v124/spec-case-audit.md","records/docs/testing/regression-v124/spec-case-audit.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v125-review/results.md","records/docs/testing/regression-v125-review/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v125-review/run-evidence.json","records/docs/testing/regression-v125-review/run-evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v125-review/spec-case-audit.json","records/docs/testing/regression-v125-review/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v125-review/spec-case-audit.md","records/docs/testing/regression-v125-review/spec-case-audit.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v125-review/v124-audit-snapshot.json","records/docs/testing/regression-v125-review/v124-audit-snapshot.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-30-20260918/evidence.json","records/docs/testing/remaining-30-20260918/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-30-20260918/results.md","records/docs/testing/remaining-30-20260918/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-30-20260918/spec-case-audit.json","records/docs/testing/remaining-30-20260918/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-all-20260918/clone-search-backup.fx","records/docs/testing/remaining-all-20260918/clone-search-backup.fx","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-all-20260918/evidence.json","records/docs/testing/remaining-all-20260918/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-all-20260918/results.md","records/docs/testing/remaining-all-20260918/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining-all-20260918/spec-case-audit.json","records/docs/testing/remaining-all-20260918/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining14-20260919/evidence.json","records/docs/testing/remaining14-20260919/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/remaining14-20260919/results.md","records/docs/testing/remaining14-20260919/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126-followup/evidence.json","records/docs/testing/resume-20260918-v126-followup/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126-followup/results.md","records/docs/testing/resume-20260918-v126-followup/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126-followup/spec-case-audit.json","records/docs/testing/resume-20260918-v126-followup/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126-followup/spec-case-audit.md","records/docs/testing/resume-20260918-v126-followup/spec-case-audit.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126/evidence.json","records/docs/testing/resume-20260918-v126/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126/results.md","records/docs/testing/resume-20260918-v126/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126/spec-case-audit.json","records/docs/testing/resume-20260918-v126/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/resume-20260918-v126/spec-case-audit.md","records/docs/testing/resume-20260918-v126/spec-case-audit.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/screens-v1.22-browser-results.json","records/docs/testing/screens-v1.22-browser-results.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/screens-v1.22-results.md","records/docs/testing/screens-v1.22-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/system-test-plan.md","docs/testing/system-test-plan.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/templates/change-test-selection.example.json","docs/testing/templates/change-test-selection.example.json","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/templates/current-app-change-request.example.json","docs/testing/templates/current-app-change-request.example.json","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/templates/test-execution-record.md","docs/testing/templates/test-execution-record.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/test-policy.md","docs/testing/test-policy.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/test-specification.md","docs/testing/test-specification.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/unattended-e2e-setup.md","records/docs/testing/unattended-e2e-setup.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/unit-test-plan.md","docs/testing/unit-test-plan.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/user-acceptance.md","docs/acceptance/user-acceptance.md","1","move","現行正本。旧版節の切出し要確認"
"docs/testing/v1.08-validation.json","records/docs/testing/v1.08-validation.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/v1.11-validation.json","records/docs/testing/v1.11-validation.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/verification/current-app-player-20260926.md","records/docs/verification/current-app-player-20260926.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/verification/templates/current-app-postpublish.example.json","docs/verification/templates/current-app-postpublish.example.json","1","retain","現行正本。旧版節の切出し要確認"
"e2e/changes/approved-property.test.ts","records/e2e/changes/approved-property.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/changes/step7-meta-label.test.ts","records/e2e/changes/step7-meta-label.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/commute-v118/commute.test.ts","records/e2e/commute-v118/commute.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/current-app/navigation.test.ts","e2e/current-app/navigation.test.ts","1","retain","現行E2E"
"e2e/hybrid/approved-property.test.ts","records/e2e/hybrid/approved-property.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/hybrid/history.test.ts","records/e2e/hybrid/history.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/hybrid/ledger.test.ts","records/e2e/hybrid/ledger.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/hybrid/payroll.test.ts","records/e2e/hybrid/payroll.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/hybrid/staff-dataverse-access.test.ts","records/e2e/hybrid/staff-dataverse-access.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/hybrid/staff-master-p0.test.ts","records/e2e/hybrid/staff-master-p0.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/regression-v122/commute.test.ts","records/e2e/regression-v122/commute.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/regression-v122/ledger.test.ts","records/e2e/regression-v122/ledger.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/regression-v122/nonpdf-fixtures.test.ts","records/e2e/regression-v122/nonpdf-fixtures.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/regression-v122/remaining.test.ts","records/e2e/regression-v122/remaining.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/regression-v122/supplement.test.ts","records/e2e/regression-v122/supplement.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/regression-v122/ui-regression.test.ts","records/e2e/regression-v122/ui-regression.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/staff-dataverse-access.test.ts","records/e2e/staff-dataverse-access.test.ts","2","move","旧E2E候補。現行呼出し確認"
"e2e/staff-master-p0.test.ts","other/e2e/staff-master-p0.test.ts","3","move","別アプリ定期Actionsの参照先。移動時は呼出し修正"
"e2e/testapp-smoke.test.ts","records/e2e/testapp-smoke.test.ts","2","move","旧E2E候補。現行呼出し確認"
"powerapps/baseline-source-files.txt","records/powerapps/baseline-source-files.txt","2","move","旧版・基準版候補。現行依存確認"
"powerapps/baseline/StaffMasterAutomation_1_11_0_0.zip.b64.part01","records/powerapps/baseline/StaffMasterAutomation_1_11_0_0.zip.b64.part01","2","move","旧版・基準版候補。現行依存確認"
"powerapps/baseline/StaffMasterAutomation_1_11_0_0.zip.b64.part02","records/powerapps/baseline/StaffMasterAutomation_1_11_0_0.zip.b64.part02","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Assets/SampleImage.json","records/powerapps/canvas-src/Assets/SampleImage.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Assets/SamplePdf.json","records/powerapps/canvas-src/Assets/SamplePdf.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/CanvasManifest.json","records/powerapps/canvas-src/CanvasManifest.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/ComponentReferences.json","records/powerapps/canvas-src/ComponentReferences.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Connections/Connections.json","records/powerapps/canvas-src/Connections/Connections.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/ControlTemplates.json","records/powerapps/canvas-src/ControlTemplates.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/DataSources/CustomGallerySample.json","records/powerapps/canvas-src/DataSources/CustomGallerySample.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/DataSources/DropDownSample.json","records/powerapps/canvas-src/DataSources/DropDownSample.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Entropy/AppCheckerResult.sarif","records/powerapps/canvas-src/Entropy/AppCheckerResult.sarif","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Entropy/Entropy.json","records/powerapps/canvas-src/Entropy/Entropy.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Entropy/checksum.json","records/powerapps/canvas-src/Entropy/checksum.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Other/References/ModernThemes.json","records/powerapps/canvas-src/Other/References/ModernThemes.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Other/Src/App.pa.yaml","records/powerapps/canvas-src/Other/Src/App.pa.yaml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Other/Src/Screen1.pa.yaml","records/powerapps/canvas-src/Other/Src/Screen1.pa.yaml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Other/Src/_EditorState.pa.yaml","records/powerapps/canvas-src/Other/Src/_EditorState.pa.yaml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Src/App.fx.yaml","records/powerapps/canvas-src/Src/App.fx.yaml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Src/EditorState/App.editorstate.json","records/powerapps/canvas-src/Src/EditorState/App.editorstate.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Src/EditorState/Screen1.editorstate.json","records/powerapps/canvas-src/Src/EditorState/Screen1.editorstate.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Src/Screen1.fx.yaml","records/powerapps/canvas-src/Src/Screen1.fx.yaml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/Src/Themes.json","records/powerapps/canvas-src/Src/Themes.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/button_2.2.0.xml","records/powerapps/canvas-src/pkgs/button_2.2.0.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/dropdown_2.3.1.xml","records/powerapps/canvas-src/pkgs/dropdown_2.3.1.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/gallery_2.15.0.xml","records/powerapps/canvas-src/pkgs/gallery_2.15.0.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/groupContainer_1.5.0.xml","records/powerapps/canvas-src/pkgs/groupContainer_1.5.0.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/image_2.2.3.xml","records/powerapps/canvas-src/pkgs/image_2.2.3.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/label_2.5.1.xml","records/powerapps/canvas-src/pkgs/label_2.5.1.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/modernButton_1.0.0.xml","records/powerapps/canvas-src/pkgs/modernButton_1.0.0.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/modernTextInput_1.1.1.xml","records/powerapps/canvas-src/pkgs/modernTextInput_1.1.1.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/pdfViewer_2.5.0.xml","records/powerapps/canvas-src/pkgs/pdfViewer_2.5.0.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/text_2.3.2.xml","records/powerapps/canvas-src/pkgs/text_2.3.2.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-src/pkgs/timer_2.1.0.xml","records/powerapps/canvas-src/pkgs/timer_2.1.0.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/canvas-v3/Src/App.pa.yaml","powerapps/canvas-v3/Src/App.pa.yaml","1","retain","現行ソース候補。公開版SHA照合"
"powerapps/canvas-v3/Src/Screen1.pa.yaml","powerapps/canvas-v3/Src/Screen1.pa.yaml","1","retain","現行ソース候補。公開版SHA照合"
"powerapps/canvas-v3/Src/_EditorState.pa.yaml","powerapps/canvas-v3/Src/_EditorState.pa.yaml","1","retain","現行ソース候補。公開版SHA照合"
"powerapps/canvas-v3/baseline.msapr","powerapps/canvas-v3/baseline.msapr","1","retain","現行ソース候補。公開版SHA照合"
"powerapps/dataverse-v1.15/staff-master.msapp","records/powerapps/dataverse-v1.15/staff-master.msapp","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.16/README.md","records/powerapps/dataverse-v1.16/README.md","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.16/readback-result.json","records/powerapps/dataverse-v1.16/readback-result.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.16/staff-master.msapp","records/powerapps/dataverse-v1.16/staff-master.msapp","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.17/readback-result.json","records/powerapps/dataverse-v1.17/readback-result.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.17/staff-master.msapp","records/powerapps/dataverse-v1.17/staff-master.msapp","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.18/staff-master.msapp","records/powerapps/dataverse-v1.18/staff-master.msapp","2","move","旧版・基準版候補。現行依存確認"
"powerapps/dataverse-v1.19/staff-master.msapp","records/powerapps/dataverse-v1.19/staff-master.msapp","2","move","旧版・基準版候補。現行依存確認"
"powerapps/solution-src/CanvasApps/crb3c_v111_99a38.meta.xml","records/powerapps/solution-src/CanvasApps/crb3c_v111_99a38.meta.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/solution-src/CanvasApps/crb3c_v111_99a38_AdditionalUris0_identity.json","records/powerapps/solution-src/CanvasApps/crb3c_v111_99a38_AdditionalUris0_identity.json","2","move","旧版・基準版候補。現行依存確認"
"powerapps/solution-src/CanvasApps/crb3c_v111_99a38_BackgroundImageUri","records/powerapps/solution-src/CanvasApps/crb3c_v111_99a38_BackgroundImageUri","2","move","旧版・基準版候補。現行依存確認"
"powerapps/solution-src/CanvasApps/crb3c_v111_99a38_DocumentUri.msapp","records/powerapps/solution-src/CanvasApps/crb3c_v111_99a38_DocumentUri.msapp","2","move","旧版・基準版候補。現行依存確認"
"powerapps/solution-src/Other/Customizations.xml","records/powerapps/solution-src/Other/Customizations.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/solution-src/Other/Solution.xml","records/powerapps/solution-src/Other/Solution.xml","2","move","旧版・基準版候補。現行依存確認"
"powerapps/test-data/staff-history.fx","powerapps/test-data/staff-history.fx","1","retain","現行ソース候補。公開版SHA照合"
"scripts/automation/app_edit_permission.py","records/scripts/automation/app_edit_permission.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/app_metadata.py","records/scripts/automation/app_metadata.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/bridge.py","records/scripts/automation/bridge.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/commute_access_audit.py","records/scripts/automation/commute_access_audit.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/commute_dataverse.py","records/scripts/automation/commute_dataverse.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/commute_read_grant.py","records/scripts/automation/commute_read_grant.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/commute_schema.py","records/scripts/automation/commute_schema.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/finalize_release.py","records/scripts/automation/finalize_release.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/payrollledger_access.py","records/scripts/automation/payrollledger_access.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/payrollledger_dataverse.py","records/scripts/automation/payrollledger_dataverse.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/payrollledger_schema.py","records/scripts/automation/payrollledger_schema.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/policy.py","records/scripts/automation/policy.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/prepare_commute_v118.py","records/scripts/automation/prepare_commute_v118.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/prepare_payroll_v119.py","records/scripts/automation/prepare_payroll_v119.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/read_current_app_metadata.py","scripts/automation/read_current_app_metadata.py","1","retain","現行Actionsの依存候補"
"scripts/automation/readme_release.py","records/scripts/automation/readme_release.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/release_snapshot.py","records/scripts/automation/release_snapshot.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/releases.py","records/scripts/automation/releases.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/render_staff_history.py","records/scripts/automation/render_staff_history.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/repair_v114_readme.py","records/scripts/automation/repair_v114_readme.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/run_pipeline.py","records/scripts/automation/run_pipeline.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/staff_data_contract.py","records/scripts/automation/staff_data_contract.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/staff_dataverse.py","records/scripts/automation/staff_dataverse.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/staff_identity_audit.py","records/scripts/automation/staff_identity_audit.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/staff_schema.py","records/scripts/automation/staff_schema.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/studio_edit_access.py","records/scripts/automation/studio_edit_access.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/studio_edit_cleanup.py","records/scripts/automation/studio_edit_cleanup.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/studio_edit_dataverse.py","records/scripts/automation/studio_edit_dataverse.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/studio_edit_fixtures.py","records/scripts/automation/studio_edit_fixtures.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/studio_edit_schema.py","records/scripts/automation/studio_edit_schema.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/validate_current_app_postpublish.py","scripts/automation/validate_current_app_postpublish.py","1","retain","現行Actionsの依存候補"
"scripts/automation/verify_commute_release.py","records/scripts/automation/verify_commute_release.py","2","move","旧スクリプト候補。参照検査"
"scripts/automation/verify_payroll_release.py","records/scripts/automation/verify_payroll_release.py","2","move","旧スクリプト候補。参照検査"
"scripts/testing/validate_selection.py","scripts/testing/validate_selection.py","1","retain","現行Actionsの依存候補"
"scripts/ui/build_v122.py","records/scripts/ui/build_v122.py","2","move","履歴専用として移動。現行参照は更新"
"scripts/ui/build_v124.py","records/scripts/ui/build_v124.py","2","move","履歴専用として移動。現行参照は更新"
"scripts/validate-powerapps-secrets.sh","scripts/validate-powerapps-secrets.sh","1","retain","現行Actionsの依存候補"
"src/reference/DADS_PowerApps_AppFormulas_デザイントークン_v1.0.fx","other/src/reference/DADS_PowerApps_AppFormulas_デザイントークン_v1.0.fx","3","move","別用途・ハンドメイド候補。参照検査"
"src/reference/DADS_PowerApps_共通UIパーツ_v1.0.yaml","other/src/reference/DADS_PowerApps_共通UIパーツ_v1.0.yaml","3","move","別用途・ハンドメイド候補。参照検査"
"src/reference/README.md","other/src/reference/README.md","3","move","別用途・ハンドメイド候補。参照検査"
"src/reference/scrDadsStyleGallery_v1.2.pa.yaml","other/src/reference/scrDadsStyleGallery_v1.2.pa.yaml","3","move","別用途・ハンドメイド候補。参照検査"
"src/screen-ui/v1.22/App.Formulas.add.fx","records/src/screen-ui/v1.22/App.Formulas.add.fx","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/App.Formulas.fx","records/src/screen-ui/v1.22/App.Formulas.fx","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/App.StartScreen.fx","records/src/screen-ui/v1.22/App.StartScreen.fx","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/App.pa.yaml","records/src/screen-ui/v1.22/App.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/README.md","records/src/screen-ui/v1.22/README.md","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/Screen1.navigation.paste.yaml","records/src/screen-ui/v1.22/Screen1.navigation.paste.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/Screen1.readback-diff.json","records/src/screen-ui/v1.22/Screen1.readback-diff.json","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/Screens.pa.yaml","records/src/screen-ui/v1.22/Screens.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/manifest.json","records/src/screen-ui/v1.22/manifest.json","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/readback-verification.json","records/src/screen-ui/v1.22/readback-verification.json","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrAttendance.pa.yaml","records/src/screen-ui/v1.22/scrAttendance.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrAttendance.paste.yaml","records/src/screen-ui/v1.22/scrAttendance.paste.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrBonus.pa.yaml","records/src/screen-ui/v1.22/scrBonus.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrBonus.paste.yaml","records/src/screen-ui/v1.22/scrBonus.paste.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrHome.pa.yaml","records/src/screen-ui/v1.22/scrHome.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrHome.paste.yaml","records/src/screen-ui/v1.22/scrHome.paste.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrMaintenance.pa.yaml","records/src/screen-ui/v1.22/scrMaintenance.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrMaintenance.paste.yaml","records/src/screen-ui/v1.22/scrMaintenance.paste.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrPayroll.pa.yaml","records/src/screen-ui/v1.22/scrPayroll.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/scrPayroll.paste.yaml","records/src/screen-ui/v1.22/scrPayroll.paste.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/studio-readback/scrAttendance.pa.yaml","records/src/screen-ui/v1.22/studio-readback/scrAttendance.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/studio-readback/scrBonus.pa.yaml","records/src/screen-ui/v1.22/studio-readback/scrBonus.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/studio-readback/scrHome.pa.yaml","records/src/screen-ui/v1.22/studio-readback/scrHome.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/studio-readback/scrMaintenance.pa.yaml","records/src/screen-ui/v1.22/studio-readback/scrMaintenance.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.22/studio-readback/scrPayroll.pa.yaml","records/src/screen-ui/v1.22/studio-readback/scrPayroll.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/App.Formulas.fx","records/src/screen-ui/v1.23/App.Formulas.fx","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/btnMaintenanceReset.OnSelect.fx","records/src/screen-ui/v1.23/btnMaintenanceReset.OnSelect.fx","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/manifest.json","records/src/screen-ui/v1.23/manifest.json","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/patches.json","records/src/screen-ui/v1.23/patches.json","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/studio-readback/App.Formulas.fx","records/src/screen-ui/v1.23/studio-readback/App.Formulas.fx","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/studio-readback/Screen1.pa.yaml","records/src/screen-ui/v1.23/studio-readback/Screen1.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/studio-readback/scrHome.pa.yaml","records/src/screen-ui/v1.23/studio-readback/scrHome.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.23/studio-readback/scrMaintenance.pa.yaml","records/src/screen-ui/v1.23/studio-readback/scrMaintenance.pa.yaml","2","move","旧画面・パッチ候補。現行依存確認"
"src/screen-ui/v1.24/App.Formulas.fx","src/screen-ui/v1.24/App.Formulas.fx","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/README.md","src/screen-ui/v1.24/README.md","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/fixture-selector.paste.yaml","src/screen-ui/v1.24/fixture-selector.paste.yaml","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/manifest.json","src/screen-ui/v1.24/manifest.json","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/modal-actions.paste.yaml","src/screen-ui/v1.24/modal-actions.paste.yaml","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/patches.json","src/screen-ui/v1.24/patches.json","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/studio-readback/App.Formulas.fx","src/screen-ui/v1.24/studio-readback/App.Formulas.fx","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/studio-readback/Screen1.pa.yaml","src/screen-ui/v1.24/studio-readback/Screen1.pa.yaml","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/studio-readback/scrHome.pa.yaml","src/screen-ui/v1.24/studio-readback/scrHome.pa.yaml","1","retain","現行候補。公開版との差分を確認"
"src/screen-ui/v1.24/studio-readback/scrMaintenance.pa.yaml","src/screen-ui/v1.24/studio-readback/scrMaintenance.pa.yaml","1","retain","現行候補。公開版との差分を確認"
"src/staff-master/CommuteLedger_v1.08_SavePDF_OnTimerEnd.fx","other/src/staff-master/CommuteLedger_v1.08_SavePDF_OnTimerEnd.fx","3","move","別用途・ハンドメイド候補。参照検査"
